<<<<<<< HEAD
1000, 0.0705149173737
2000, 0.343433141708
3000, 1.31362009048
4000, 4.10079503059
5000, 8.76321697235
6000, 17.9046399593
7000, 28.7999379635
8000, 47.7481880188
9000, 74.5977320671
10000, 113.040292978
=======
1000, 0.0377798080444
2000, 0.305724143982
3000, 1.24549388885
4000, 3.59956002235
5000, 8.07487487793
6000, 16.4570848942
7000, 28.8520359993
8000, 44.0317358971
9000, 87.3113911152
10000, 160.889753103
>>>>>>> f2a707f9b9987b23bf032acb1bfd9377f59e669f
